,Kingdom,Phylum,Class,Order,Family,Genus,Species
ff72e3456bb1564d93864d4c3f756c53,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Gemmata,uncultured_bacterium
a5e80b86e1c0d5b01ed43c119e021686,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya,NA
cf40ccf5a7a64d7a5f108d6df3bbf106,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,NA
be997ee6ef3cb07dce4e0fd876832609,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,NA
8241a5b66879e4cffd110a5e81203338,Bacteria,Acidobacteria,Holophagae,Subgroup_7,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
85041e76d4003b44c4bddf3c29237027,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,uncultured_bacterium
0e3f3c10adbb996a870da0cb6a854478,Bacteria,Verrucomicrobia,OPB35_soil_group,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
bc7f89fe9b6d28f92603dfc8d86bb864,Bacteria,Chloroflexi,Ktedonobacteria,C0119,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
35058886ba49de979f87a9f0546d5876,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured_bacterium
606fe7d38b398d7649ba2c75cf088f73,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
e212e6be8e5be81038943db348e5101d,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Arenimonas,NA
16267c8ac6d04b445a939e3a0a011a01,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,NA
ed035bd20907a92a61f836591132b36d,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,NA
c59b9ed77f25d983bd91837e806400b7,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured_bacterium
8791fb288fd4dc936685b452676a64b9,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,NA
cdc8313855b0e164427332c84c09f73a,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,NA
a7d60cba7160765ee7ef6fe3bf9704b7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
149e95c0d75535bf8580dc20c7512f6b,Bacteria,Saccharibacteria,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
4c778a566fc70aaaf27a320ba3d321b9,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,NA
536a4434eac8a06a45428e14fc19345b,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,uncultured_bacterium
c03b9addaa03ab8de1f2b6ab77891dfa,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured,uncultured_bacterium
0e7cb3a4e653493f857315220e75096d,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,uncultured,NA
10a86d8ec01825ba9d76513b074043b7,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,Gaiella,uncultured_bacterium
a459c1f75ea027aa68cd65b434ad347f,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter,NA
6b6a7a32e87165805d0f7d6cf1899a7e,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,NA
fb6e12f6a344856ea4e4144f23b06951,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured_bacterium,uncultured_bacterium
130f00a1f1b7c0e12d8f395563448e06,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,NA
0d60ff538517dd6d8e6e2472bd7eb81f,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured_bacterium,uncultured_bacterium
b86eed3bf57f989836da5ca7d09099b7,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
259cdc6afde344517a82e33dab252dd9,Bacteria,Saccharibacteria,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
0894d23e0fb21c899f15eec5469f130d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,NA
4a2e659c53e1e0d15dfb3def9b29e336,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae_(Subgroup_4),RB41,NA
707b60b5b2a037f685d5ab8a9075ceef,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
e25afafd753b6625d7490321341623a2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured,NA
ef23db04ffcd59169b4c5697c554b99a,Bacteria,Acidobacteria,Subgroup_6,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
c5a6cfa6f355d873a7bf5f19e5565a9d,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,NA
6143cc22344994240ed14fba2c3b9760,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,NA
941d5cfad04f5123b8e28e166838a4b2,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae_(Subgroup_3),Candidatus_Solibacter,NA
40b3f4eaf5f976b0850c8d7a603a8031,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,NA
56be78da932cc2cf74a3a24a8489fa23,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Methylobacterium,NA
14ab5087b7ee6f4c4f46c23f83a95606,Bacteria,Verrucomicrobia,OPB35_soil_group,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
d8c45516e9d11ac5a47c9607fadd96dd,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,NA,NA,NA
7b0efbd2d2fe1a41a40227ea8db6c09b,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Xiphinematobacteraceae,Candidatus_Xiphinematobacter,uncultured_bacterium
db1eb4abe2999d1b3587c00d66be2076,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,H16,uncultured_bacterium
58ecb3875b2de31fadef5ceddbc7f54f,Bacteria,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101_soil_group,uncultured_bacterium,uncultured_bacterium
ec33c04c4bfddb2ad6a60a9da4937c50,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,NA
647fe99b21da7fdc24719659f033488e,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured_bacterium
3d832ba13b378ddc94965995da79b2c6,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,uncultured,uncultured_bacterium
282dd94c855d3fc94a71712459e8deb5,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
a6067a3ff86d048bf09f6fab06680d88,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),uncultured,uncultured_Acidobacteria_bacterium
fea1e8e88cb47b17698581a8c85218e4,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),uncultured,NA
4bd4d724921fc67785a4e2b783ca6e2b,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura,Ambiguous_taxa
00da8319f591a211ae8d75ea7295ff42,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Rhizomicrobium,NA
23dfb538e3e1847f213afcd1f5067027,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Acidibacter,uncultured_bacterium
13aab71fea1b9d02e84b3b75427dec3a,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,uncultured_bacterium
543b6247ff73e23967292119e7dbd19f,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,NA
57b1624fb8fa7f753961385792b49ba1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,Ambiguous_taxa
b4b5cc6beec11d1cf7007cacd559c6d0,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,uncultured_bacterium
3e6cc38c7d9907b46caaa36f0148c565,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
e9a3ac85375e1e99cfabd4e90906d5f5,Bacteria,Acidobacteria,Blastocatellia,Blastocatellales,Blastocatellaceae_(Subgroup_4),RB41,uncultured_Acidobacteria_bacterium
f33f174fef2db0e6d31675d2c85ebb39,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,uncultured_bacterium
dcc643d507ece31bad9b08a756017f0b,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured_bacterium
5c09cc7e0218208d22ab3b22141e63c7,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,NA
459a70a572125ffb0ee876bfd4416a4d,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Nitrospira,uncultured_bacterium
9a1a11b0e15c2240e50c52a6121a8cda,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,NA
a5163ea10d7961348eae3041fa65124c,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Paraburkholderia,NA
964688231ba26defa07838403df89e2a,Bacteria,Chloroflexi,S085,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
b18a973a0e8831726f8c95cb12288f2a,Bacteria,Acidobacteria,Acidobacteria,Acidobacteriales,Acidobacteriaceae_(Subgroup_1),Edaphobacter,NA
bb0a55489cff3e9e779ddc85d83229a2,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,YNPFFP1,NA,NA
de7d8d7a8097a0ec09cd99ae586b7cac,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured,NA
c62dd3b051c7fd29ab13bf92723578d2,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,NA,NA
2ac71a21634d068d1ee3b67faa3773dc,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,NA,NA
6ebac94c330e19aa9a9f2cb80e63823c,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,NA
92728180050272d23cadf12fe83b2dd9,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
6974518556d1eafa93f9bb18eded0b70,Bacteria,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus,uncultured_bacterium
90383d77b08b1e88320b198407b29d08,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,uncultured_bacterium
889e4466858e693c178bc0990cc00319,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Acidibacter,uncultured_bacterium
ce9d9c50fb331a2fa069e0b2992ac64d,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,uncultured,uncultured_bacterium,uncultured_bacterium
85caeb428dc506e58bd87ea144f388a6,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
fb07e7f4192e7a5f16eb862c142db460,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
421d64a995dbcba094e4a0d8d8fdf278,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured,NA
218952279e7eddffef9feed9a4d93e13,Bacteria,Chloroflexi,Ktedonobacteria,B12-WMSP1,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
ecb79fc222760e6063793161fe705207,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,uncultured_bacterium
311c7abbbc78641d4070752b563f00e8,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
c946ae234d9d59f79f359c4ab0e2406a,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Ambiguous_taxa
fd61e909346876d554f0cd64e43e26fb,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Steroidobacter,uncultured_bacterium
a7592bdba47a08c3b80138377bbda2f5,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Acidibacter,NA
c801b8dd606e49e006f3cae5a34e1ae3,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,NA,NA
7aa05c6d6c26c18cfeb36637e1936d84,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
100afb335367ff614a8250bffabf3898,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,KF-JG30-B3,uncultured_bacterium,uncultured_bacterium
8576a260b49e89aa7fa81ab6cea6d858,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
5fef883c1696161acd4b65e62a73f7ee,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,NA
5bdb0a7b2888642b597d59f3103b50fb,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,uncultured,uncultured_bacterium
b164a57d4ae49ccd04d46064202a47f3,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ramlibacter,NA
153f0d41f20b6a3b03767d35944c6055,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,NA
d1480fca2b1627a0c4a15e1f5ac561f8,Bacteria,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,Methylotenera,NA
5576040019cb0655aea67261fa54b672,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
7bc2b11f719ca75bb3e64b1190177d85,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,NA
0964ce2f9779ea5e2c96ce424e20139c,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula,NA
166a7e8ca9bf71cb0d94ebfd09ce205f,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Gsoil-1167,uncultured_bacterium,uncultured_bacterium
9a60d0bbbf5d4d628adb431d8570cce8,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora,NA
8ffe59b3efea96a5117cf68f0f80ddfa,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Taibaiella,NA
d6747fec12d4440190184f67f71eb43f,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dokdonella,uncultured_bacterium
7ba6cf6a19226261e453dafdc3ba04e2,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,Phaselicystis,NA
c61a0a2a84d13bb2d74702d41fa16b8e,Bacteria,Acidobacteria,Subgroup_6,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
b790950a4b8826b4378736506cf9017b,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes,NA
5089ea515e798ef9713f5abf04388146,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,uncultured_bacterium
b8d66048281709cd194fa572812d27dc,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Gsoil-1167,uncultured_bacterium,uncultured_bacterium
3eaf0eaee4866445f163efbcb980de14,Bacteria,Armatimonadetes,uncultured,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
3e1f19e1ba7ab840f84a47fda21089ee,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Micromonospora,NA
a398e5024e797e07f69f78a02022597b,Bacteria,Planctomycetes,OM190,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
52eaaf2d81846918d0e35c3bff7eb126,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Elev-16S-1332,uncultured_bacterium,uncultured_bacterium
182c6e522b82e77c6e6a6f86e2acd24b,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Variibacter,NA
6a0c17c86282ef62893a7e30947da6c4,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,uncultured_bacterium
719b5118d4c9e13de0a3ce346e679979,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured,NA
13cbdb23634b0364e82decb75b08c27d,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,NA
7b8de4372caf3a679852915da25f08c3,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Rhodanobacter,uncultured_bacterium
fa2ae5cfc3756fac657f2ed2ef260ca6,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,H16,uncultured_bacterium
aeb9da4f6960680b320a40cb8ef9485f,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
e6b1ace6880c5390395d5e8da24ebc63,Bacteria,Saccharibacteria,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
d0e9135826ee49af5ac686294b938f21,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,NA
cc3972883fd7f6156ba7a61c2172183b,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
00dadb3a11e0a0f18b0c0320294a451c,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Acidothermaceae,Acidothermus,uncultured_bacterium
8570b94564bcdb4a0a3441328dc92d45,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,uncultured,NA
4f784c879ad4f99692cf7c52cd0439d8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,NA
cfd957a3abee89bc0c697bf926c79378,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,uncultured_bacterium,uncultured_bacterium
17fc9db0e27abbc8f619828084abf89d,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,Haliangium,uncultured_bacterium
5aefb0904633e91feee4f0949e031d90,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
99dd2ae955faa754105be437884a9110,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,NA
403974b4e512e373b8ee314454f4f41b,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_Incertae_Sedis,Acidibacter,NA
48b296b088d4d939445305c4b5433455,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Ambiguous_taxa
024c99a29d21a318b73fad9f020c42ae,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,NA,NA,NA
61e807a4b82a2d58dc32d202a32ca6d0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,uncultured_bacterium,uncultured_bacterium
b25a343e79cc81ef84906d59af79c87c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,Bauldia,NA
2e93f818ce1662aa1d0907386f8891ed,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured,NA
2c25a2768b2f2f06bd3549b85d1ce644,Bacteria,Actinobacteria,Actinobacteria,Frankiales,uncultured,NA,NA
05fc62e8310ace15edcf854f61744088,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
b660aa1ca1624061bc058863bd526f33,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,NA
b7b431ac9347f1074c78815d4efb88ca,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Inquilinus,NA
d8f87823a9b02360497832a15caab1d8,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,NA
1b5c852aedd638ecd7663a949ab26545,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
8b49c8a3d4640f28a4f853fcbaeb79f3,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,NA,NA
e305caf70c42e31f086b2879f851940a,Bacteria,Acidobacteria,Subgroup_6,NA,NA,NA,NA
42cb08e299093632c0029e7c6714f6e3,Bacteria,Proteobacteria,Betaproteobacteria,SC-I-84,NA,NA,NA
f3069ed9a942a1af27eeab609d72eae9,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,NA,NA
d8b0994ba1f1641b90e5236ab3d535ad,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,uncultured_bacterium
286f3d3fa304fc0a5aee0ff0a9e2ffa8,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Singulisphaera,uncultured_bacterium
df10e8074a8f8c34e0d8d2064ee5c350,Bacteria,Acidobacteria,Solibacteres,Solibacterales,Solibacteraceae_(Subgroup_3),Candidatus_Solibacter,uncultured_bacterium
21064233a061ea31b2d8e4b7109f389f,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,uncultured_bacterium,uncultured_bacterium
5f019149de91543327b3be74f4210bfb,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,uncultured_bacterium,uncultured_bacterium
5f4a952141f46004ae2bea342fb41f83,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,0319-6M6,uncultured_bacterium,uncultured_bacterium
0912aaf4f4dba9ea464fdf5baede22c1,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula,uncultured_bacterium
d26c17748a133ca79366af7a1ef2761d,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured_bacterium
46d2f8ee1229d55a30abb09ef1e828be,Bacteria,Saccharibacteria,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
ec22a9ac5b4f381f22d323815e0552c2,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Geodermatophilaceae,Blastococcus,NA
c7958cfca8d20a9d752da59c6835b853,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,uncultured,uncultured_bacterium
d570ecc9d15701cf4db1951cebc8f192,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Dongia,NA
afe25aa2409261c1ed7f6bd16aab2f3e,Bacteria,Chloroflexi,Ktedonobacteria,JG30-KF-AS9,uncultured_bacterium,uncultured_bacterium,uncultured_bacterium
0edc05b786be3adcb6b41fbab1e45225,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter,uncultured_bacterium
